U50        Team ball sports
V35.31      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in leisure activity
V35.32      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while working for income
V35.33      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other types of work
V35.34      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V35.38      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other specified activities
V35.39      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, during unspecified activity
V35.4       Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person injured while boarding or alighting
V35.40      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in sports activity
V35.41      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in leisure activity
V35.42      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, while working for income
V35.43      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in other types of work
V35.44      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V35.48      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in other specified activities
V35.49      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting, during unspecified activity
V35.5       Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident
V35.50      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in sports activity
V35.51      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in leisure activity
V35.52      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, while working for income
V35.53      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in other types of work
V35.54      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V35.58      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in other specified activities
V35.59      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident, during unspecified activity
V35.6       Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger injured in traffic accident
V35.60      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in sports activity
V35.61      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in leisure activity
V35.62      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, while working for income
V35.63      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in other types of work
V35.64      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V35.68      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in other specified activities
V35.69      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident, during unspecified activity
V35.7       Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident
V35.70      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in sports activity
V35.71      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in leisure activity
V35.72      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while working for income
V35.73      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in other types of work
V35.74      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V35.78      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in other specified activities
V35.79      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, during unspecified activity
V35.9       Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V35.90      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in sports activity
V35.91      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in leisure activity
V35.92      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while working for income
V35.93      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in other types of work
V35.94      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V35.98      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in other specified activities
V35.99      Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, during unspecified activity
V36         Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle
V36.0       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver injured in nontraffic accident
V36.00      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, while engaged in sports activity
V36.01      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, while engaged in leisure activity
V36.02      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, while working for income
V36.03      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, while engaged in other types of work
V36.04      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.08      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, while engaged in other specified activities
V36.09      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident, during unspecified activity
V36.1       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident
V36.10      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, while engaged in sports activity
V36.11      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, while engaged in leisure activity
V36.12      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, while working for income
V36.13      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, while engaged in other types of work
V36.14      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.18      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, while engaged in other specified activities
V36.19      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident, during unspecified activity
V36.2       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident
V36.20      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V36.21      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V36.22      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, while working for income
V36.23      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V36.24      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.28      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, while engaged in other specified activities
V36.29      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident, during unspecified activity
V36.3       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V36.30      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in sports activity
V36.31      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in leisure activity
V36.32      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while working for income
V36.33      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other types of work
V36.34      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.38      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other specified activities
V36.39      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, during unspecified activity
V36.4       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person injured while boarding or alighting
V36.40      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, while engaged in sports activity
V36.41      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, while engaged in leisure activity
V36.42      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, while working for income
V36.43      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, while engaged in other types of work
V36.44      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V36.48      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, while engaged in other specified activities
V36.49      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting, during unspecified activity
V36.5       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver injured in traffic accident
V36.50      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, while engaged in sports activity
V36.51      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, while engaged in leisure activity
V36.52      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, while working for income
V36.53      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, while engaged in other types of work
V36.54      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.58      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, while engaged in other specified activities
V36.59      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident, during unspecified activity
V36.6       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger injured in traffic accident
V36.60      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, while engaged in sports activity
V36.61      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, while engaged in leisure activity
V36.62      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, while working for income
V36.63      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, while engaged in other types of work
V36.64      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.68      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, while engaged in other specified activities
V36.69      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident, during unspecified activity
V36.7       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident
V36.70      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, while engaged in sports activity
V36.71      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, while engaged in leisure activity
V36.72      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, while working for income
V36.73      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, while engaged in other types of work
V36.74      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.78      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, while engaged in other specified activities
V36.79      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident, during unspecified activity
V36.9       Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V36.90      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in sports activity
V36.91      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in leisure activity
V36.92      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while working for income
V36.93      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in other types of work
V36.94      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V36.98      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in other specified activities
V36.99      Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident, during unspecified activity
V37         Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
V37.0       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in nontraffic accident
V37.00      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, while engaged in sports activity
V37.01      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, while engaged in leisure activity
V37.02      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, while working for income
V37.03      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, while engaged in other types of work
V37.04      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.08      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, while engaged in other specified activities
V37.09      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver nontraffic accident, during unspecified activity
V37.1       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger injured in nontraffic accident
V37.10      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, while engaged in sports activity
V37.11      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, while engaged in leisure activity
V37.12      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, while working for income
V37.13      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, while engaged in other types of work
V37.14      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.18      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, while engaged in other specified activities
V37.19      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident, during unspecified activity
V37.2       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident
V37.20      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V37.21      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V37.22      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, while working for income
V37.23      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V37.24      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.28      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, while engaged in other specified activities
V37.29      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident, during unspecified activity
V37.3       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V37.30      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in sports activity
V37.31      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in leisure activity
V37.32      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while working for income
V37.33      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other types of work
V37.34      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.38      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other specified activities
V37.39      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, during unspecified activity
V37.4       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person injured while boarding or alighting
V37.40      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, while engaged in sports activity
V37.41      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, while engaged in leisure activity
V37.42      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, while working for income
V37.43      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, while engaged in other types of work
V37.44      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V37.48      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, while engaged in other specified activities
V37.49      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting, during unspecified activity
V37.5       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in traffic accident
V37.50      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, while engaged in sports activity
V37.51      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, while engaged in leisure activity
V37.52      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, while working for income
V37.53      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, while engaged in other types of work
V37.54      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.58      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, while engaged in other specified activities
V37.59      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident, during unspecified activity
V37.6       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident
V37.60      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, while engaged in sports activity
V37.61      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, while engaged in leisure activity
V37.62      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, while working for income
V37.63      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, while engaged in other types of work
V37.64      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.68      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, while engaged in other specified activities
V37.69      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident, during unspecified activity
V37.7       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident
V37.70      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, while engaged in sports activity
V37.71      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, while engaged in leisure activity
V37.72      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, while working for income
V37.73      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, while engaged in other types of work
V37.74      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.78      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, while engaged in other specified activities
V37.79      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident, during unspecified activity
V37.9       Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V37.90      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in sports activity
V37.91      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in leisure activity
V37.92      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, while working for income
V37.93      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in other types of work
V37.94      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V37.98      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, while engaged in other specified activities
V37.99      Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident, during unspecified activity
V38         Occupant of three-wheeled motor vehicle injured in noncollision transport accident
V38.0       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver injured in nontraffic accident
V38.00      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, while engaged in sports activity
V38.01      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, while engaged in leisure activity
V38.02      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, while working for income
V38.03      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, while engaged in other types of work
V38.04      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V38.08      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, while engaged in other specified activities
V38.09      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident, during unspecified activity
V38.1       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger injured in nontraffic accident
V38.10      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, while engaged in sports activity
V38.11      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, while engaged in leisure activity
V38.12      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, while working for income
V38.13      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, while engaged in other types of work
V38.14      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V38.18      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, while engaged in other specified activities
V38.19      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident, during unspecified activity
V38.2       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident
V38.20      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V38.21      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V38.22      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, while working for income
V38.23      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V38.24      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V38.28      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, while engaged in other specified activities
V38.29      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident, during unspecified activity
V38.3       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V38.30      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in sports activity
V38.31      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in leisure activity
V38.32      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while working for income
V38.33      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other types of work
